'Page Number,'Type,'Text,'Confidence Score % (Line),
"'2","'LINE","'EL PASO, TX 79998","'99.88993835"
"'2","'LINE","'Account PO#: PRE-PAID","'99.34324646"
"'2","'LINE","'EL PASO INDEPENDENT SCHOOL DISTRICT","'99.89030457"
"'2","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95605469"
"'2","'LINE","'RATE","'100.00000000"
"'2","'LINE","'QTY","'100.00000000"
"'2","'LINE","'TOTAL","'100.00000000"
"'2","'LINE","'WORKORDERS","'99.95037079"
"'2","'LINE","'Description","'100.00000000"
"'2","'LINE","'Rate","'100.00000000"
"'2","'LINE","'Qty","'100.00000000"
"'2","'LINE","'Amount","'100.00000000"
"'2","'LINE","'WO #00092343 6/2/2025","'99.65441895"
"'2","'LINE","'32 GALLON CONSOLE","'99.98046875"
"'2","'LINE","'11.8100","'99.89257813"
"'2","'LINE","'1.00","'99.99023438"
"'2","'LINE","'11.81","'99.91210938"
"'2","'LINE","'TOTAL BINS SERVICED","'99.55728912"
"'2","'LINE","'0.0000","'99.96014404"
"'2","'LINE","'1.00","'99.99023438"
"'2","'LINE","'0.00","'100.00000000"
"'2","'LINE","'11.81","'99.89257813"
"'2","'LINE","'11.81","'99.80468750"
"'2","'LINE","'11.81","'99.87304688"
"'2","'LINE","'Total Amount Due","'99.99023438"
"'2","'LINE","'11.81","'99.92187500"
"'2","'LINE","'Sun City Records Management/ Sun City Shredding","'99.12237549"
"'2","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.64679718"
"'2","'LINE","'915-542-3030 I suncityshred95@outlook.com","'86.39209747"
"'3","'LINE","'INVOICE","'100.00000000"
"'3","'LINE","'MESITA ECDC AT VILAS","'98.98437500"
"'3","'LINE","'Invoice No. 5061440","'99.96093750"
"'3","'LINE","'Page: 1","'99.57927704"
"'3","'LINE","'RVLUJAN@EPISD.ORG","'99.21337128"
"'3","'LINE","'Date: 6/20/2025","'99.99511719"
"'3","'LINE","'P.O. BOX 20100","'99.41001129"
"'3","'LINE","'Acct: 1435\07","'98.82453918"
"'3","'LINE","'EL PASO, TX 79998","'99.89237976"
"'3","'LINE","'Account PO#: 2508620","'99.21636200"
"'3","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.86428070"
"'3","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95605469"
"'3","'LINE","'RATE","'100.00000000"
"'3","'LINE","'QTY","'100.00000000"
"'3","'LINE","'TOTAL","'100.00000000"
"'3","'LINE","'WORKORDERS","'99.96014404"
"'3","'LINE","'Description","'100.00000000"
"'3","'LINE","'Rate","'100.00000000"
"'3","'LINE","'Qty","'100.00000000"
"'3","'LINE","'Amount","'100.00000000"
"'3","'LINE","'WO #00092344 6/6/2025","'99.55789185"
"'3","'LINE","'64 GALLON BIN","'99.92838287"
"'3","'LINE","'15.8100","'99.96093750"
"'3","'LINE","'1.00","'99.99023438"
"'3","'LINE","'15.81","'99.97070313"
"'3","'LINE","'TOTAL BINS SERVICED","'99.64843750"
"'3","'LINE","'0.0000","'100.00000000"
"'3","'LINE","'1.00","'100.00000000"
"'3","'LINE","'0.00","'100.00000000"
"'3","'LINE","'15.81","'99.95117188"
"'3","'LINE","'15.81","'99.96093750"
"'3","'LINE","'15.81","'99.97070313"
"'3","'LINE","'Total Amount Due","'99.99023438"
"'3","'LINE","'15.81","'99.97070313"
"'3","'LINE","'Sun City Records Management/ Sun City Shredding","'99.28150177"
"'3","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.58792114"
"'3","'LINE","'915-542-3030 I suncityshred95@outlook.com","'92.33996582"
"'4","'LINE","'INVOICE","'100.00000000"
"'4","'LINE","'GREEN ELEMENTARY SHCOOL","'99.82641602"
"'4","'LINE","'Invoice No. 5061443","'99.95767975"
"'4","'LINE","'Page: 1","'99.54998779"
"'4","'LINE","'ACCOUNTSPAYABLE@EPISD.ORG","'94.76861572"
"'4","'LINE","'Date: 6/20/2025","'99.99511719"
"'4","'LINE","'P.O. BOX 20100","'99.52394104"
"'4","'LINE","'Acct: 1435\12","'96.81162262"
"'4","'LINE","'EL PASO, TX 79998","'99.89970398"
"'4","'LINE","'Account PO#: 2504301","'99.20984650"
"'4","'LINE","'EL PASO INDEPENDENT SCHOOL DISTRICT","'99.89030457"
"'4","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95361328"
"'4","'LINE","'RATE","'100.00000000"
"'4","'LINE","'QTY","'100.00000000"
"'4","'LINE","'TOTAL","'100.00000000"
"'4","'LINE","'WORKORDERS","'99.96014404"
"'4","'LINE","'Description","'100.00000000"
"'4","'LINE","'Rate","'100.00000000"
"'4","'LINE","'Qty","'100.00000000"
"'4","'LINE","'Amount","'100.00000000"
"'4","'LINE","'WO #00092348 6/4/2025","'99.70271301"
"'4","'LINE","'32 GALLON CONSOLE","'99.98046875"
"'4","'LINE","'11.8100","'99.89257813"
"'4","'LINE","'1.00","'100.00000000"
"'4","'LINE","'11.81","'99.92187500"
"'4","'LINE","'TOTAL BINS SERVICED","'99.61588287"
"'4","'LINE","'0.0000","'99.96014404"
"'4","'LINE","'1.00","'100.00000000"
"'4","'LINE","'0.00","'100.00000000"
"'4","'LINE","'11.81","'99.89257813"
"'4","'LINE","'11.81","'99.80468750"
"'4","'LINE","'11.81","'99.87304688"
"'4","'LINE","'Total Amount Due","'99.99023438"
"'4","'LINE","'11.81","'99.92187500"
"'4","'LINE","'Sun City Records Management/ Sun City Shredding","'99.23361206"
"'4","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.36381531"
"'4","'LINE","'915-542-3030 I suncityshred95@outlook.com","'84.30351257"
"'5","'LINE","'INVOICE","'100.00000000"
"'5","'LINE","'BOWIE HIGH SCHOOL","'99.80142975"
"'5","'LINE","'Invoice No. 5061444","'99.96419525"
"'5","'LINE","'Page: 1","'99.56951904"
"'5","'LINE","'GXHERNAN@EPISD.ORG","'99.33294678"
"'5","'LINE","'Date: 6/20/2025","'99.99511719"
"'5","'LINE","'P.O. BOX 20100","'99.52069092"
"'5","'LINE","'Acct: 1435\13","'96.85147858"
"'5","'LINE","'EL PASO, TX 79998","'99.88261414"
"'5","'LINE","'Account PO#: 2504904","'99.21636200"
"'5","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.89616394"
"'5","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95605469"
"'5","'LINE","'RATE","'100.00000000"
"'5","'LINE","'QTY","'100.00000000"
"'5","'LINE","'TOTAL","'100.00000000"
"'5","'LINE","'WORKORDERS","'99.96014404"
"'5","'LINE","'Description","'100.00000000"
"'5","'LINE","'Rate","'100.00000000"
"'5","'LINE","'Qty","'100.00000000"
"'5","'LINE","'Amount","'100.00000000"
"'5","'LINE","'WO #00092349 6/11/2025","'99.74177551"
"'5","'LINE","'96 GALLON BIN","'99.95767975"
"'5","'LINE","'18.1000","'99.95117188"
"'5","'LINE","'2.00","'100.00000000"
"'5","'LINE","'36.20","'99.99023438"
"'5","'LINE","'TOTAL BINS SERVICED","'99.71353912"
"'5","'LINE","'0.0000","'100.00000000"
"'5","'LINE","'2.00","'100.00000000"
"'5","'LINE","'0.00","'100.00000000"
"'5","'LINE","'36.20","'100.00000000"
"'5","'LINE","'36.20","'100.00000000"
"'5","'LINE","'36.20","'100.00000000"
"'5","'LINE","'Total Amount Due","'99.99023438"
"'5","'LINE","'36.20","'100.00000000"
"'5","'LINE","'Sun City Records Management/ Sun City Shredding","'99.27464294"
"'5","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.62270355"
"'5","'LINE","'915-542-3030 I suncityshred95@outlook.com","'86.47966003"
"'6","'LINE","'INVOICE","'100.00000000"
"'6","'LINE","'TRANSMOUNTAIN EARLY COLLEGE","'99.85025787"
"'6","'LINE","'Invoice No. 5061445","'99.96419525"
"'6","'LINE","'Page: 1","'99.56462860"
"'6","'LINE","'SEDDY@EPISD.ORG","'99.85271454"
"'6","'LINE","'Date: 6/20/2025","'99.99511719"
"'6","'LINE","'P.O. BOX 20100","'99.18812561"
"'6","'LINE","'Acct: 1435\15","'94.28053284"
"'6","'LINE","'EL PASO, TX 79998","'99.88505554"
"'6","'LINE","'Account PO#: 2504970","'99.21636200"
"'6","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.84458923"
"'6","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95605469"
"'6","'LINE","'RATE","'100.00000000"
"'6","'LINE","'QTY","'100.00000000"
"'6","'LINE","'TOTAL","'100.00000000"
"'6","'LINE","'WORKORDERS","'99.96014404"
"'6","'LINE","'Description","'100.00000000"
"'6","'LINE","'Rate","'100.00000000"
"'6","'LINE","'Qty","'100.00000000"
"'6","'LINE","'Amount","'100.00000000"
"'6","'LINE","'WO #00092350 6/6/2025","'99.75805664"
"'6","'LINE","'64 GALLON BIN","'99.91862488"
"'6","'LINE","'15.8100","'99.97070313"
"'6","'LINE","'1.00","'99.99023438"
"'6","'LINE","'15.81","'99.97070313"
"'6","'LINE","'TOTAL BINS SERVICED","'99.69400787"
"'6","'LINE","'0.0000","'100.00000000"
"'6","'LINE","'1.00","'100.00000000"
"'6","'LINE","'0.00","'100.00000000"
"'6","'LINE","'15.81","'99.96093750"
"'6","'LINE","'15.81","'99.96093750"
"'6","'LINE","'15.81","'99.97070313"
"'6","'LINE","'Total Amount Due","'99.99023438"
"'6","'LINE","'15.81","'99.97070313"
"'6","'LINE","'Sun City Records Management/ Sun City Shredding","'99.34461975"
"'6","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.71726990"
"'6","'LINE","'915-542-3030 I suncityshred95@outlook.com","'86.45036316"
"'7","'LINE","'INVOICE","'100.00000000"
"'7","'LINE","'COOLEY ELEMENTARY SCHOOL","'99.80362701"
"'7","'LINE","'Invoice No. 5061446","'99.96419525"
"'7","'LINE","'Page: 1","'99.55974579"
"'7","'LINE","'MCGARCI3@EPISD.ORG","'96.60215759"
"'7","'LINE","'Date: 6/20/2025","'99.99511719"
"'7","'LINE","'P.O. BOX 20100","'99.35765839"
"'7","'LINE","'Acct: 1435\16","'95.57597351"
"'7","'LINE","'EL PASO, TX 79998","'99.86552429"
"'7","'LINE","'Account PO#: 2504290","'99.21636200"
"'7","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.84654236"
"'7","'LINE","'From: 6/1/2025 to 6/20/2025","'99.94873047"
"'7","'LINE","'RATE","'100.00000000"
"'7","'LINE","'QTY","'100.00000000"
"'7","'LINE","'TOTAL","'100.00000000"
"'7","'LINE","'WORKORDERS","'99.96014404"
"'7","'LINE","'Description","'100.00000000"
"'7","'LINE","'Rate","'100.00000000"
"'7","'LINE","'Qty","'100.00000000"
"'7","'LINE","'Amount","'100.00000000"
"'7","'LINE","'WO #00092351 6/18/2025","'99.83617401"
"'7","'LINE","'64 GALLON BIN","'99.92838287"
"'7","'LINE","'15.8100","'99.96093750"
"'7","'LINE","'1.00","'100.00000000"
"'7","'LINE","'15.81","'99.97070313"
"'7","'LINE","'TOTAL BINS SERVICED","'99.53450775"
"'7","'LINE","'0.0000","'100.00000000"
"'7","'LINE","'1.00","'100.00000000"
"'7","'LINE","'0.00","'100.00000000"
"'7","'LINE","'15.81","'99.96093750"
"'7","'LINE","'15.81","'99.96093750"
"'7","'LINE","'15.81","'99.96093750"
"'7","'LINE","'Total Amount Due","'99.99023438"
"'7","'LINE","'15.81","'99.97070313"
"'7","'LINE","'Sun City Records Management/ Sun City Shredding","'99.31788635"
"'7","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.60145569"
"'7","'LINE","'915-542-3030 I suncityshred95@outlook.com","'86.71403503"
"'8","'LINE","'INVOICE","'100.00000000"
"'8","'LINE","'KOHLBERG ELEMENTARY SCHOOL","'99.75453186"
"'8","'LINE","'Invoice No. 5061447","'99.96745300"
"'8","'LINE","'Page: 1","'99.53942108"
"'8","'LINE","'LMMINA@EPISD.ORG","'83.61846161"
"'8","'LINE","'Date: 6/20/2025","'99.99511719"
"'8","'LINE","'P.O. BOX 20100","'99.35792542"
"'8","'LINE","'Acct: 1435\17","'96.47281647"
"'8","'LINE","'EL PASO, TX 79998","'99.89970398"
"'8","'LINE","'Account PO#: 2502661","'99.18327332"
"'8","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.84638214"
"'8","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95849609"
"'8","'LINE","'RATE","'100.00000000"
"'8","'LINE","'QTY","'100.00000000"
"'8","'LINE","'TOTAL","'100.00000000"
"'8","'LINE","'WORKORDERS","'99.96014404"
"'8","'LINE","'Description","'100.00000000"
"'8","'LINE","'Rate","'100.00000000"
"'8","'LINE","'Qty","'100.00000000"
"'8","'LINE","'Amount","'100.00000000"
"'8","'LINE","'WO #00092352 6/4/2025","'99.70516968"
"'8","'LINE","'32 GALLON CONSOLE","'99.98046875"
"'8","'LINE","'11.8100","'99.89257813"
"'8","'LINE","'2.00","'100.00000000"
"'8","'LINE","'23.62","'99.99023438"
"'8","'LINE","'TOTAL BINS SERVICED","'99.62890625"
"'8","'LINE","'0.0000","'99.96014404"
"'8","'LINE","'2.00","'100.00000000"
"'8","'LINE","'0.00","'100.00000000"
"'8","'LINE","'23.62","'99.97070313"
"'8","'LINE","'23.62","'99.96093750"
"'8","'LINE","'23.62","'99.97070313"
"'8","'LINE","'Total Amount Due","'99.99023438"
"'8","'LINE","'23.62","'99.97070313"
"'8","'LINE","'Sun City Records Management/ Sun City Shredding","'99.26347351"
"'8","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.47840881"
"'8","'LINE","'915-542-3030 I suncityshred95@outlook.com","'86.72380066"
"'9","'LINE","'INVOICE","'100.00000000"
"'9","'LINE","'TORRES ELEMENTARY SCHOOL","'99.92134857"
"'9","'LINE","'Invoice No. 5061449","'99.95767975"
"'9","'LINE","'Page: 1","'99.60369110"
"'9","'LINE","'LHSALDIV@EPISD.ORG","'90.62320709"
"'9","'LINE","'Date: 6/20/2025","'99.99511719"
"'9","'LINE","'P.O. BOX 20100","'99.46561432"
"'9","'LINE","'Acct: 1435\19","'97.51933289"
"'9","'LINE","'EL PASO, TX 79998","'99.88505554"
"'9","'LINE","'Account PO#: 2503155","'99.20658875"
"'9","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.87241364"
"'9","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95605469"
"'9","'LINE","'RATE","'100.00000000"
"'9","'LINE","'QTY","'100.00000000"
"'9","'LINE","'TOTAL","'100.00000000"
"'9","'LINE","'WORKORDERS","'99.96014404"
"'9","'LINE","'Description","'100.00000000"
"'9","'LINE","'Rate","'100.00000000"
"'9","'LINE","'Qty","'100.00000000"
"'9","'LINE","'Amount","'100.00000000"
"'9","'LINE","'WO #00092354 6/12/2025","'99.64331818"
"'9","'LINE","'96 GALLON BIN","'99.95442963"
"'9","'LINE","'18.1000","'99.95117188"
"'9","'LINE","'1.00","'99.99023438"
"'9","'LINE","'18.10","'99.97070313"
"'9","'LINE","'TOTAL BINS SERVICED","'99.61263275"
"'9","'LINE","'0.0000","'99.96014404"
"'9","'LINE","'1.00","'100.00000000"
"'9","'LINE","'0.00","'100.00000000"
"'9","'LINE","'18.10","'99.96093750"
"'9","'LINE","'18.10","'99.92187500"
"'9","'LINE","'18.10","'99.95117188"
"'9","'LINE","'Total Amount Due","'99.99023438"
"'9","'LINE","'18.10","'99.97070313"
"'9","'LINE","'Sun City Records Management/ Sun City Shredding","'99.31185150"
"'9","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.68513489"
"'9","'LINE","'915-542-3030 I suncityshred95@outlook.com","'86.40073395"
"'10","'LINE","'INVOICE","'100.00000000"
"'10","'LINE","'AOY ELEMENTARY","'99.89706421"
"'10","'LINE","'Invoice No. 5061450","'99.96093750"
"'10","'LINE","'Page: 1","'99.56951904"
"'10","'LINE","'DLQUINTA@EPISD.ORG","'99.03359985"
"'10","'LINE","'Date: 6/20/2025","'99.99511719"
"'10","'LINE","'P.O. BOX 20100","'99.58253479"
"'10","'LINE","'Acct: 1435\20","'94.94309998"
"'10","'LINE","'EL PASO, TX 79998","'99.86796570"
"'10","'LINE","'Account PO#: 2503639","'99.20984650"
"'10","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.88429260"
"'10","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95849609"
"'10","'LINE","'RATE","'100.00000000"
"'10","'LINE","'QTY","'100.00000000"
"'10","'LINE","'TOTAL","'100.00000000"
"'10","'LINE","'WORKORDERS","'99.96014404"
"'10","'LINE","'Description","'100.00000000"
"'10","'LINE","'Rate","'100.00000000"
"'10","'LINE","'Qty","'100.00000000"
"'10","'LINE","'Amount","'100.00000000"
"'10","'LINE","'WO #00092347 6/11/2025","'99.58878326"
"'10","'LINE","'64 GALLON BIN","'99.92838287"
"'10","'LINE","'15.8100","'99.96093750"
"'10","'LINE","'1.00","'100.00000000"
"'10","'LINE","'15.81","'99.97070313"
"'10","'LINE","'TOTAL BINS SERVICED","'99.61588287"
"'10","'LINE","'0.0000","'100.00000000"
"'10","'LINE","'1.00","'100.00000000"
"'10","'LINE","'0.00","'100.00000000"
"'10","'LINE","'15.81","'99.96093750"
"'10","'LINE","'15.81","'99.96093750"
"'10","'LINE","'15.81","'99.97070313"
"'10","'LINE","'Total Amount Due","'99.99023438"
"'10","'LINE","'15.81","'99.97070313"
"'10","'LINE","'Sun City Records Management/ Sun City Shredding","'99.23233032"
"'10","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.58161926"
"'10","'LINE","'915-542-3030 I suncityshred95@outlook.com","'86.25644684"
"'11","'LINE","'INVOICE","'99.96014404"
"'11","'LINE","'GUERRERO ELEMENTARY","'99.26030731"
"'11","'LINE","'Invoice No. 5061451","'99.94466400"
"'11","'LINE","'Page: 1","'99.58415985"
"'11","'LINE","'YVASQUEZ@EPISD.ORG","'99.28332520"
"'11","'LINE","'Date: 6/20/2025","'99.99511719"
"'11","'LINE","'P.O. BOX 20100","'99.50440979"
"'11","'LINE","'Acct: 1435\21","'94.45989990"
"'11","'LINE","'EL PASO, TX 79998","'99.88261414"
"'11","'LINE","'Account PO#: NO PO GIVEN","'99.51741791"
"'11","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.83075714"
"'11","'LINE","'From: 6/1/2025 to 6/20/2025","'99.96582031"
"'11","'LINE","'RATE","'100.00000000"
"'11","'LINE","'QTY","'100.00000000"
"'11","'LINE","'TOTAL","'100.00000000"
"'11","'LINE","'WORKORDERS","'99.96014404"
"'11","'LINE","'Description","'100.00000000"
"'11","'LINE","'Rate","'100.00000000"
"'11","'LINE","'Qty","'100.00000000"
"'11","'LINE","'Amount","'100.00000000"
"'11","'LINE","'WO #00092735 6/6/2025","'99.77432251"
"'11","'LINE","'32 GALLON CONSOLE","'99.98046875"
"'11","'LINE","'11.8100","'99.89257813"
"'11","'LINE","'1.00","'100.00000000"
"'11","'LINE","'11.81","'99.91210938"
"'11","'LINE","'TOTAL BINS SERVICED","'99.58984375"
"'11","'LINE","'0.0000","'99.96014404"
"'11","'LINE","'1.00","'99.99023438"
"'11","'LINE","'0.00","'100.00000000"
"'11","'LINE","'11.81","'99.85351563"
"'11","'LINE","'11.81","'99.79492188"
"'11","'LINE","'11.81","'99.87304688"
"'11","'LINE","'Total Amount Due","'99.99023438"
"'11","'LINE","'11.81","'99.92187500"
"'11","'LINE","'Sun City Records Management/ Sun City Shredding","'99.27464294"
"'11","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.67414856"
"'11","'LINE","'915-542-3030 I suncityshred95@outlook.com","'93.04076385"
"'12","'LINE","'INVOICE","'100.00000000"
"'12","'LINE","'STUDENT AND PARENT SERVICES","'99.90722656"
"'12","'LINE","'Invoice No. 5061453","'99.95117188"
"'12","'LINE","'Page: 1","'99.49179077"
"'12","'LINE","'OAFRISBE@EPISD.ORG","'99.37281036"
"'12","'LINE","'Date: 6/20/2025","'99.99023438"
"'12","'LINE","'P.O. BOX 20100","'99.47186279"
"'12","'LINE","'Acct: 1435\23","'96.86164856"
"'12","'LINE","'EL PASO, TX 79998","'99.88017273"
"'12","'LINE","'Account PO#: 2508732","'99.20333862"
"'12","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.85240173"
"'12","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95117188"
"'12","'LINE","'RATE","'100.00000000"
"'12","'LINE","'QTY","'100.00000000"
"'12","'LINE","'TOTAL","'100.00000000"
"'12","'LINE","'RECURRING SERVICES","'99.98046875"
"'12","'LINE","'MONTHLY BIN RENTAL (1 BIN)","'99.08350372"
"'12","'LINE","'15.8100","'99.97070313"
"'12","'LINE","'1","'99.46208954"
"'12","'LINE","'15.81","'99.96093750"
"'12","'LINE","'15.81","'99.97070313"
"'12","'LINE","'WORKORDERS","'100.00000000"
"'12","'LINE","'Description","'100.00000000"
"'12","'LINE","'Rate","'100.00000000"
"'12","'LINE","'Qty","'99.99023438"
"'12","'LINE","'Amount","'100.00000000"
"'12","'LINE","'WO #00093138 6/4/2025","'99.58824921"
"'12","'LINE","'64 GALLON BIN","'99.92187500"
"'12","'LINE","'15.8100","'99.97070313"
"'12","'LINE","'1.00","'99.99023438"
"'12","'LINE","'15.81","'99.97070313"
"'12","'LINE","'TOTAL BINS SERVICED","'99.47265625"
"'12","'LINE","'0.0000","'100.00000000"
"'12","'LINE","'1.00","'99.99023438"
"'12","'LINE","'0.00","'100.00000000"
"'12","'LINE","'15.81","'99.97070313"
"'12","'LINE","'15.81","'99.95117188"
"'12","'LINE","'WO #00093219 6/11/2025","'99.33554077"
"'12","'LINE","'64 GALLON BIN","'99.87304688"
"'12","'LINE","'0.0000","'99.96014404"
"'12","'LINE","'1.00","'99.99023438"
"'12","'LINE","'0.00","'100.00000000"
"'12","'LINE","'TOTAL BINS SERVICED","'99.74609375"
"'12","'LINE","'0.0000","'99.96014404"
"'12","'LINE","'1.00","'99.99023438"
"'12","'LINE","'0.00","'100.00000000"
"'12","'LINE","'0.00","'100.00000000"
"'12","'LINE","'0.00","'100.00000000"
"'12","'LINE","'15.81","'99.93164063"
"'12","'LINE","'Total Amount Due","'99.98371887"
"'12","'LINE","'31.62","'99.99023438"
"'12","'LINE","'Sun City Records Management/ Sun City Shredding","'99.10572052"
"'12","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.56198883"
"'12","'LINE","'915-542-3030 I suncityshred95@outlook.com","'87.49050140"
"'13","'LINE","'INVOICE","'99.96014404"
"'13","'LINE","'COLLEGE CAREER TECHNOLOGY ACADEMY","'99.88525391"
"'13","'LINE","'Invoice No. 5061455","'99.96419525"
"'13","'LINE","'Page: 1","'99.56462860"
"'13","'LINE","'FETREJO@EPISD.ORG","'99.33294678"
"'13","'LINE","'Date: 6/20/2025","'99.99511719"
"'13","'LINE","'P.O. BOX 20100. EL PASO, TX 79998","'99.29061127"
"'13","'LINE","'Acct: 1435\25","'95.53610992"
"'13","'LINE","'REGION 19 RFP: 19-038","'99.92187500"
"'13","'LINE","'Account PO#: 2510980","'99.20658875"
"'13","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.83287048"
"'13","'LINE","'From: 6/1/2025 to 6/20/2025","'99.95605469"
"'13","'LINE","'RATE","'100.00000000"
"'13","'LINE","'QTY","'100.00000000"
"'13","'LINE","'TOTAL","'100.00000000"
"'13","'LINE","'WORKORDERS","'99.96014404"
"'13","'LINE","'Description","'100.00000000"
"'13","'LINE","'Rate","'100.00000000"
"'13","'LINE","'Qty","'100.00000000"
"'13","'LINE","'Amount","'100.00000000"
"'13","'LINE","'WO #00092765 6/12/2025","'99.83943176"
"'13","'LINE","'96 GALLON BIN","'99.95442963"
"'13","'LINE","'18.1000","'99.95117188"
"'13","'LINE","'1.00","'99.99023438"
"'13","'LINE","'18.10","'99.97070313"
"'13","'LINE","'TOTAL BINS SERVICED","'99.61263275"
"'13","'LINE","'0.0000","'100.00000000"
"'13","'LINE","'1.00","'100.00000000"
"'13","'LINE","'0.00","'100.00000000"
"'13","'LINE","'18.10","'99.97070313"
"'13","'LINE","'18.10","'99.92187500"
"'13","'LINE","'18.10","'99.95117188"
"'13","'LINE","'Total Amount Due","'99.99023438"
"'13","'LINE","'18.10","'99.97070313"
"'13","'LINE","'Sun City Records Management/ Sun City Shredding","'99.23116302"
"'13","'LINE","'9230 Billy the Kid, El Paso, TX 79907","'99.67385101"
"'13","'LINE","'915-542-3030 I suncityshred95@outlook.com","'87.62257385"
"'14","'LINE","'INVOICE","'99.96014404"
"'14","'LINE","'BOBBY JO HILL PK-8 SCHOOL","'99.18132782"
"'14","'LINE","'Invoice No. 5061457","'99.95117188"
"'14","'LINE","'Page: 1","'99.51091766"
"'14","'LINE","'VGJAMES@EPISD.ORG","'99.37360382"
"'14","'LINE","'Date: 6/20/2025","'99.99023438"
"'14","'LINE","'P.O. BOX 20100","'99.46208954"
"'14","'LINE","'Acct: 1435\27","'95.35186005"
"'14","'LINE","'EL PASO, TX 79998","'99.89237976"
"'14","'LINE","'Account PO#: 2508211","'99.39585876"
"'14","'LINE","'EL PASO INDEPENENT SCHOOL DISTRICT","'99.88217163"
